filename,full_path,file_type,project_area,apparent_purpose,modified_date,version_information,referenced_by,live_website_use,relationship_to_other_versions,status,classification_note,source_root,size_bytes,sha256
AwakenArts_Method_DRAFT_v38.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/AwakenArts_Method_DRAFT_v38.docx,docx,General AwakenArts,AwakenArts Method DRAFT v38,2026-07-21T10:11:31-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,3347736,bc79260f417857a17e1de37ff4eaf16458afefd514437d2124ed0dfa6895e6c4
AwakenArts_Method_DRAFT_v38.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/AwakenArts_Method_DRAFT_v38.pdf,pdf,General AwakenArts,AwakenArts Method DRAFT v38,2026-07-21T10:11:31-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,2081208,9f4e205918b4e6d68a4664ce705257dcbba7b875b19e2c978dc66f8d88b4ab3c
AwakenArts_Method_DRAFT_v39.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/AwakenArts_Method_DRAFT_v39.docx,docx,General AwakenArts,AwakenArts Method DRAFT v39,2026-07-21T10:21:24-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,3347824,f696afa9db062d82d7e8010f7055337a2c0e5c12313081aca1400a41a1ae9ce8
AwakenArts_Method_DRAFT_v39.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/AwakenArts_Method_DRAFT_v39.pdf,pdf,General AwakenArts,AwakenArts Method DRAFT v39,2026-07-21T10:21:24-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,2082055,b7c5eb6e74d6571a1cc8308bcf0d6b39219cda3d941e4dd0d900374e79badaf8
AwakenArts_Method_WEB_v37.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/AwakenArts_Method_WEB_v37.pdf,pdf,General AwakenArts,AwakenArts Method WEB v37,2026-07-20T21:46:01-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,638371,305355cd7b72c53ea6634fe4eecbbe1e9bd14d0f28f81f0e9d7adb23a3bd2cf2
AwakenArts_Method_WEB_v38.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/AwakenArts_Method_WEB_v38.pdf,pdf,General AwakenArts,AwakenArts Method WEB v38,2026-07-21T10:11:31-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,605982,c8fd268edd1b027431bad1371191f3726ea7913f6072f611a7af11bb47d393ee
AwakenArts_Method_WEB_v39.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/AwakenArts_Method_WEB_v39.pdf,pdf,General AwakenArts,AwakenArts Method WEB v39,2026-07-21T10:21:24-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,607046,4d93f83ec7d8b1cb7c10d37140bfe431a614becb22c2c4682059ccaffc3db042
When_Language_Shapes_a_Path_DRAFT_v10.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v10.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v10,2026-07-18T21:36:00-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 3; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Book_AwakenArts/When_Language_Shapes_a_Path_DRAFT_v10.docx,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Book_AwakenArts/When_Language_Shapes_a_Path_DRAFT_v10.docx,CLAUDE_WORKING_FILES,3307708,2aab6bb2338af5d9b3a2eabc0fe9ec9d09d547e308e744bfb4057dea3cd6f050
When_Language_Shapes_a_Path_DRAFT_v10.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v10.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v10,2026-07-18T21:36:00-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 3; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Book_AwakenArts/When_Language_Shapes_a_Path_DRAFT_v10.pdf,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Book_AwakenArts/When_Language_Shapes_a_Path_DRAFT_v10.pdf,CLAUDE_WORKING_FILES,1299600,9124d38168a8735a1a49f9b01bc6609c28b7a7c5a5bfa808659160e032d634a1
When_Language_Shapes_a_Path_DRAFT_v11.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v11.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v11,2026-07-19T07:45:21-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1415769,889ab79966d3c875a2d06e90cc0ec29c25284f81a0bac2992e8e31d63a799a27
When_Language_Shapes_a_Path_DRAFT_v11.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v11.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v11,2026-07-19T07:45:21-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1028590,a3f5ea2c55890007eec6b8ac03fa10638b7012bb727aef35368d408463992ed5
When_Language_Shapes_a_Path_DRAFT_v12.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v12.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v12,2026-07-19T08:20:35-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1415705,cb59495f46375ee50b0c5e36b28cc9711a7d6a5e89bc2cf8f910b107b7149863
When_Language_Shapes_a_Path_DRAFT_v12.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v12.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v12,2026-07-19T08:20:35-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1028156,ed2663b9f3c960ca55366c6c9acbeb403899405dc53166624cf8b007a6e61a60
When_Language_Shapes_a_Path_DRAFT_v13.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v13.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v13,2026-07-19T10:20:01-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1475598,269b03effce287315e9d5a65b2c88bd01cc29637667ac7664a9f674480a7860e
When_Language_Shapes_a_Path_DRAFT_v13.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v13.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v13,2026-07-19T10:20:01-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1165198,07318a9f7f6d2ab32ffe6a6a7dd12827ee50b414c46bcad64175781211e20862
When_Language_Shapes_a_Path_DRAFT_v14.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v14.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v14,2026-07-19T10:45:09-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1475601,40988e5b1eddec49d89c700bf27f29a0fa08a82462b95a8ef2eec2a1b8e9b904
When_Language_Shapes_a_Path_DRAFT_v14.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v14.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v14,2026-07-19T10:45:09-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1178082,9226e3c2f1fc0a85e25225d62d9ecd53538d562c3c6b3f0a5c773f5f0fbe3f79
When_Language_Shapes_a_Path_DRAFT_v15.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v15.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v15,2026-07-19T11:02:19-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1490921,8cf684c15bac6934abdc6ab958bb3bad721b4d8fded8906e81905b6d9fd085f1
When_Language_Shapes_a_Path_DRAFT_v15.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v15.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v15,2026-07-19T11:02:19-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1098794,3598c7343c058b74b0b355eadd2a27b68e7900b4677c7fe5c81bd70240f3d840
When_Language_Shapes_a_Path_DRAFT_v16.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v16.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v16,2026-07-19T11:10:46-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1490910,52ab08ba289a50e05a08dc0cdd702e4631863407b4397f62e1c9d0588ed44edf
When_Language_Shapes_a_Path_DRAFT_v16.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v16.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v16,2026-07-19T11:10:46-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1092101,2ded7b03f6d2cc93c0786d355341f8af15ba0b39b316ece6e2aebe22e7ab0831
When_Language_Shapes_a_Path_DRAFT_v17.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v17.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v17,2026-07-19T11:32:07-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1470416,2f10cb80ecf932906f364d0f865d2f331f3703fe4aa4f3ee32cba7ca644b19aa
When_Language_Shapes_a_Path_DRAFT_v17.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v17.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v17,2026-07-19T11:32:07-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1072833,83ee8eea4889786d9571237692f27d12f0e79b176dd93e3849c59e602dca2e22
When_Language_Shapes_a_Path_DRAFT_v18.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v18.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v18,2026-07-20T07:47:24-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1470433,3b5c21184f6cbdd34c3fb5db77ab5d044c054e0e4e02fb99251aadf7b998fba4
When_Language_Shapes_a_Path_DRAFT_v18.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v18.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v18,2026-07-20T07:47:24-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1030337,a3c5353cbc1896c2db14ba8444b430f981afdf523ff78d6b047791a4fe22bdda
When_Language_Shapes_a_Path_DRAFT_v19.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v19.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v19,2026-07-20T08:11:43-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1469902,b15ad951e833ba6f2704560be071146cf2898500f488048bb7245e5c108b2a3f
When_Language_Shapes_a_Path_DRAFT_v19.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v19.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v19,2026-07-20T08:11:43-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1026258,3a6d7cb3aae3fcb72810eda4b3e648a80230032f0cf2fd0928f693975248b9b4
When_Language_Shapes_a_Path_DRAFT_v20.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v20.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v20,2026-07-20T08:44:52-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1470120,503fb14ed56deb5b277cb01e21fc06aa8e8b5fb1e3d53d238d98fb44d9561b54
When_Language_Shapes_a_Path_DRAFT_v20.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v20.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v20,2026-07-20T08:44:52-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1027239,da635cbb848d8eae11753a5e9fe74a341866ffc6c42478a67734e487a870cfe3
When_Language_Shapes_a_Path_DRAFT_v21.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v21.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v21,2026-07-20T08:59:09-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1579891,3967daf018a587ce5909093ffd0ee808c2d600d5d724f28d7cc85c2199d75e91
When_Language_Shapes_a_Path_DRAFT_v21.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v21.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v21,2026-07-20T08:59:09-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1225328,78a0be55148d7d957d2e8d8001e6bb2130199ccd5f427f908e0e8189473f1e6e
When_Language_Shapes_a_Path_DRAFT_v22.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v22.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v22,2026-07-20T09:20:18-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1579886,7942e37b9681d3b4bc4efc5e84811f392b7768cd4edcb8745b60166f08d8703f
When_Language_Shapes_a_Path_DRAFT_v22.pdf,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v22.pdf,pdf,General AwakenArts,When Language Shapes a Path DRAFT v22,2026-07-20T09:20:18-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,1225341,ce6471d6184ebbfa6f85794ca8e464e972b4a937723e7344ef1feef70eb7e27d
When_Language_Shapes_a_Path_DRAFT_v23.docx,/Users/sashe/Documents/Claude/Projects/AwakenArts -- When Language Shapes a Path/AwakenArts_Book/01_Manuscript/Working/When_Language_Shapes_a_Path_DRAFT_v23.docx,docx,General AwakenArts,When Language Shapes a Path DRAFT v23,2026-07-20T15:42:53-05:00,version-like filename,not determined,NO / NOT APPLICABLE,pending hash/name comparison,DUPLICATE / REDUNDANT,Secondary working copy; compare against live repository before use,CLAUDE_WORKING_FILES,3353383,a0f2196949295591d727bd4ed79dbfc9e82d2316afe7dab536255d36f7230e4c
